frame_number,timestamp,landmark_index,landmark_name,x,y,z,visibility,confidence
12,0.4,26,right_knee,0.4106917381,0.4688977897,-0.05195178464,0.939860642,0.9997292161
12,0.4,27,left_ankle,0.3929968476,0.5263831615,0.4517163634,0.6311329603,0.9997556806
12,0.4,28,right_ankle,0.3920366466,0.5377653241,0.1251840889,0.9402319789,0.9996691942
12,0.4,29,left_heel,0.3784988225,0.5385589004,0.4633559585,0.6558402777,0.9996693134
12,0.4,30,right_heel,0.376601547,0.548455894,0.1376261264,0.8768600821,0.9995397329
12,0.4,31,left_foot_index,0.4438196123,0.5412816405,0.3998266757,0.7719590664,0.9996720552
12,0.4,32,right_foot_index,0.4464298785,0.5477451086,0.04729275778,0.9411346316,0.9994420409
18,0.6,0,nose,0.5188640356,0.3169646561,-0.09204483777,0.9997703433,0.9998068213
18,0.6,1,left_eye_inner,0.5150271058,0.3109930456,-0.07625684142,0.9995773435,0.9997470975
18,0.6,2,left_eye,0.5136222839,0.310596019,-0.07634042948,0.9995388985,0.9997529387
18,0.6,3,left_eye_outer,0.5119452477,0.310210824,-0.07641625404,0.9996373653,0.9997506738
18,0.6,4,right_eye_inner,0.5147730112,0.3115363121,-0.120875299,0.999512434,0.9997184873
18,0.6,5,right_eye,0.5133690238,0.3115618527,-0.1209690124,0.9994009733,0.9997044206
18,0.6,6,right_eye_outer,0.5116255283,0.3115226924,-0.1209966019,0.9995058775,0.9996738434
18,0.6,7,left_ear,0.4930994213,0.3111149371,0.002313269535,0.9989809394,0.9997854829
18,0.6,8,right_ear,0.4946073294,0.3137046695,-0.1943656057,0.9992254972,0.9996827841
18,0.6,9,mouth_left,0.5128118396,0.3230050802,-0.05870546028,0.9993020296,0.9997869134
18,0.6,10,mouth_right,0.5129472613,0.3233370185,-0.1161682978,0.9995846152,0.9997939467
18,0.6,11,left_shoulder,0.444491595,0.3396286368,0.1421791166,0.9996870756,0.9998248219
18,0.6,12,right_shoulder,0.4556092322,0.3480178416,-0.3117610514,0.9998880625,0.9998764992
18,0.6,13,left_elbow,0.3905213475,0.3864418566,0.1979189813,0.05032128096,0.9991343617
18,0.6,14,right_elbow,0.4148988128,0.3980987966,-0.3572694361,0.9496570826,0.9991372228
18,0.6,15,left_wrist,0.3946631849,0.4402896166,0.1202012673,0.0892720744,0.9973592162
18,0.6,16,right_wrist,0.4102083445,0.4489484429,-0.279761225,0.9022960067,0.9979615211
18,0.6,17,left_pinky,0.3927831948,0.4526055455,0.1206770912,0.1005362123,0.9969533682
18,0.6,18,right_pinky,0.4108802378,0.4597655833,-0.3248246908,0.8619746566,0.9973511696
18,0.6,19,left_index,0.3955692947,0.4542538524,0.07979483157,0.1021149158,0.9970092177
18,0.6,20,right_index,0.413772136,0.461091131,-0.3123030663,0.8579580784,0.9975995421
18,0.6,21,left_thumb,0.3944730759,0.4507136345,0.09870370477,0.108993344,0.9970917702
18,0.6,22,right_thumb,0.4156221747,0.4566071033,-0.2744660974,0.7999247313,0.9978698492
18,0.6,23,left_hip,0.3477858603,0.4218775928,0.1512639225,0.9994086027,0.9997789264
18,0.6,24,right_hip,0.3457946181,0.4241473675,-0.1509371996,0.9996917248,0.9998295307
18,0.6,25,left_knee,0.4354969859,0.4660053551,0.2412383705,0.309853822,0.9994321465
18,0.6,26,right_knee,0.4373721778,0.4746380448,-0.1577448249,0.9480844736,0.9996919632
18,0.6,27,left_ankle,0.3957307041,0.534162879,0.4046907127,0.611045897,0.9996563196
18,0.6,28,right_ankle,0.3880607486,0.5434864163,0.008481598459,0.9517148733,0.9996829033
18,0.6,29,left_heel,0.3766151071,0.5447484255,0.4169870615,0.6428273916,0.9996279478
18,0.6,30,right_heel,0.3688833416,0.5523294806,0.0228550639,0.9023780227,0.9995623231
18,0.6,31,left_foot_index,0.4404420257,0.5492992997,0.3870908022,0.718747437,0.9995411634
18,0.6,32,right_foot_index,0.4360168576,0.554490447,-0.03228758648,0.9485855103,0.9993397593
24,0.8,0,nose,0.5420982838,0.3660812676,-0.05373462662,0.9974008799,0.9992132187
24,0.8,1,left_eye_inner,0.5398739576,0.3599875271,-0.04320272058,0.9963797927,0.9989805818
24,0.8,2,left_eye,0.5385990739,0.359487325,-0.04328186437,0.9959461093,0.9989866614
24,0.8,3,left_eye_outer,0.5369739532,0.3589687049,-0.04338790104,0.9963604808,0.9989808202
24,0.8,4,right_eye_inner,0.5394370556,0.3603682816,-0.08506081253,0.9958882928,0.998957634
24,0.8,5,right_eye,0.5379542708,0.3601375222,-0.08517988771,0.9953437448,0.998970747
24,0.8,6,right_eye_outer,0.5361530185,0.3598750532,-0.08525896072,0.9965454936,0.9989281297
24,0.8,7,left_ear,0.5215293169,0.3579016328,0.01711066812,0.991599679,0.9992793202
24,0.8,8,right_ear,0.5212465525,0.3594240546,-0.1678905934,0.9957155585,0.9991148114
24,0.8,9,mouth_left,0.5338743925,0.3704683185,-0.02656197362,0.996755302,0.9995532632
24,0.8,10,mouth_right,0.5337833166,0.3705319464,-0.08068544418,0.9983119965,0.9996483326
24,0.8,11,left_shoulder,0.4651831388,0.3742874861,0.1326019019,0.9992026687,0.9999096394
24,0.8,12,right_shoulder,0.4631415606,0.38282004,-0.2727495134,0.9998655319,0.9999186993
24,0.8,13,left_elbow,0.3888266385,0.3930467963,0.2012078911,0.03308325633,0.999577105
24,0.8,14,right_elbow,0.3902399838,0.4044533074,-0.3206555247,0.9243901968,0.9991355538
24,0.8,15,left_wrist,0.3383512497,0.4142582417,0.1530166566,0.05769224837,0.9972948432
24,0.8,16,right_wrist,0.3428134322,0.4264447689,-0.2549646199,0.840775013,0.9957641363
24,0.8,17,left_pinky,0.3241726458,0.414518714,0.1542129368,0.0686757341,0.9962747097
24,0.8,18,right_pinky,0.3306783736,0.4349012673,-0.2921790779,0.8061793447,0.9941332936
24,0.8,19,left_index,0.3278872967,0.4172711968,0.1246187836,0.06904799491,0.9964080453
24,0.8,20,right_index,0.3370752931,0.4370169342,-0.2886651456,0.8045338988,0.9947463274
24,0.8,21,left_thumb,0.3308160901,0.4173846543,0.1367484331,0.07406309992,0.9965689182
24,0.8,22,right_thumb,0.3360914588,0.4302491546,-0.2531080544,0.7508476377,0.9953748584
24,0.8,23,left_hip,0.3514309525,0.4398831427,0.1435298175,0.9992577434,0.9998177886
24,0.8,24,right_hip,0.3393411934,0.4431124032,-0.1431949884,0.9995608926,0.9998495579
24,0.8,25,left_knee,0.4339690208,0.4844914973,0.1865722537,0.2250636816,0.9993236065
24,0.8,26,right_knee,0.4311436415,0.4880583584,-0.1205926389,0.9375534058,0.9995850921
24,0.8,27,left_ankle,0.3961209655,0.5460419059,0.3047322631,0.4398339391,0.9994422793
24,0.8,28,right_ankle,0.387390852,0.5512211323,0.01593676023,0.9407138824,0.9994878769
24,0.8,29,left_heel,0.3765307665,0.5530894399,0.3128702641,0.5135158896,0.9994194508
24,0.8,30,right_heel,0.3667766452,0.5606776476,0.02681357041,0.9066489339,0.9993376136
24,0.8,31,left_foot_index,0.4409475923,0.5603865981,0.2920716107,0.5664096475,0.9993403554
24,0.8,32,right_foot_index,0.4353378415,0.5650938153,-0.01871667989,0.9331982732,0.9991226792
30,1,0,nose,0.5584121346,0.379562974,-0.0469051525,0.9971554279,0.9991782308
30,1,1,left_eye_inner,0.5578876138,0.3743196726,-0.03513018787,0.9963805079,0.9989775419
30,1,2,left_eye,0.5566228628,0.3740008771,-0.03518524393,0.995668292,0.9989567995
30,1,3,left_eye_outer,0.5549533367,0.3734707236,-0.03527463973,0.9958989024,0.9989024401
30,1,4,right_eye_inner,0.5577591658,0.3745378256,-0.07469059527,0.9965996146,0.9990128279
30,1,5,right_eye,0.5565179586,0.3743707836,-0.07479869574,0.9962437153,0.9990537763
30,1,6,right_eye_outer,0.5550699234,0.3741209507,-0.07488761842,0.9972890615,0.9990401864
30,1,7,left_ear,0.5386268497,0.3707621992,0.03125724196,0.9915158749,0.9990956783
30,1,8,right_ear,0.5392731428,0.3726730049,-0.145875603,0.9960156083,0.9991623163
30,1,9,mouth_left,0.5484731197,0.383148998,-0.01861885749,0.9960290194,0.999574244
30,1,10,mouth_right,0.5488861799,0.38333565,-0.07045978308,0.9984069467,0.9997003078
30,1,11,left_shoulder,0.4713439643,0.3794062138,0.1291714162,0.9980815649,0.9998990297
30,1,12,right_shoulder,0.4790983796,0.3831993043,-0.2357559502,0.9998745918,0.9999610186
30,1,13,left_elbow,0.3851106465,0.3637649417,0.1826934814,0.1654708683,0.9997407794
30,1,14,right_elbow,0.3926893175,0.3675583601,-0.3437313139,0.9731908441,0.9997040629
30,1,15,left_wrist,0.3250413835,0.3477325737,0.1444778889,0.2619453967,0.9983548522
30,1,16,right_wrist,0.3168047369,0.352543056,-0.3573930562,0.9404916167,0.9974437952
30,1,17,left_pinky,0.3101412058,0.3411878943,0.1483424902,0.2426415682,0.9973772764
30,1,18,right_pinky,0.2970822155,0.3463679254,-0.4049598575,0.9206721187,0.9956018925
30,1,19,left_index,0.3098298013,0.3419561982,0.1216928661,0.2439391911,0.9975192547
30,1,20,right_index,0.2992318571,0.3495025933,-0.3946712911,0.9207215309,0.9965797067
30,1,21,left_thumb,0.3157024086,0.3455798924,0.1300520748,0.2391119003,0.9977378845
30,1,22,right_thumb,0.3045656383,0.3523384631,-0.356252104,0.8988310695,0.9972234964
30,1,23,left_hip,0.333207339,0.4333882034,0.1536343396,0.9989647865,0.9995112419
30,1,24,right_hip,0.3294939995,0.4358128309,-0.1532924026,0.9994670749,0.9998012185
30,1,25,left_knee,0.3977389932,0.4904225171,0.1576006562,0.1707195193,0.9987095594
30,1,26,right_knee,0.3984184563,0.4929585457,-0.1125644743,0.9770528078,0.9994456172
30,1,27,left_ankle,0.3812764287,0.5600334406,0.328556776,0.2619053423,0.9985976815
30,1,28,right_ankle,0.3823874295,0.5630531311,0.01290322281,0.9772899151,0.9988507032
30,1,29,left_heel,0.3730587065,0.5670948625,0.3419957459,0.3622560501,0.9983680844
30,1,30,right_heel,0.3684908152,0.5756944418,0.02028827183,0.9691544175,0.9983805418
30,1,31,left_foot_index,0.4366184473,0.5776942968,0.316838026,0.3790479302,0.9989016056
30,1,32,right_foot_index,0.4339001477,0.579870522,-0.05513560027,0.9688106775,0.998481214
36,1.2,0,nose,0.5355077982,0.3801877499,-0.01507251803,0.9984897375,0.9994004965
36,1.2,1,left_eye_inner,0.5294610858,0.3755820096,-0.008813647553,0.9981417656,0.9995170832
36,1.2,2,left_eye,0.5274230242,0.3753481209,-0.008893869817,0.9980980754,0.9995326996
36,1.2,3,left_eye_outer,0.5252664685,0.375221312,-0.009006937966,0.9983584285,0.9995207787
36,1.2,4,right_eye_inner,0.5295423269,0.3762750924,-0.0441659987,0.9984462857,0.9995173216
36,1.2,5,right_eye,0.527972579,0.3766589165,-0.04426635802,0.9984353185,0.9995284081
36,1.2,6,right_eye_outer,0.5262603164,0.3770236671,-0.0443380326,0.9986110926,0.9995193481
36,1.2,7,left_ear,0.5073315501,0.3789286613,0.03387219831,0.9972079396,0.9996750355
36,1.2,8,right_ear,0.5111867189,0.3818093836,-0.1214616895,0.9977815747,0.9996620417
36,1.2,9,mouth_left,0.5302391052,0.3858067393,0.00647692522,0.9962183833,0.9995367527
36,1.2,10,mouth_right,0.5305187106,0.3864645064,-0.03922387585,0.9975985885,0.9995949864
36,1.2,11,left_shoulder,0.4645860791,0.4024642706,0.1389653087,0.9979645014,0.9994108677
36,1.2,12,right_shoulder,0.4788060784,0.4148125052,-0.2278522849,0.9996294975,0.9997093081
36,1.2,13,left_elbow,0.3997493386,0.4341519475,0.2403424084,0.04163257778,0.9964600205
36,1.2,14,right_elbow,0.4412114918,0.4491493106,-0.3023492694,0.6732397676,0.9954941273
36,1.2,15,left_wrist,0.3819143772,0.4540241361,0.2732307613,0.04612889886,0.9893484116
36,1.2,16,right_wrist,0.4234561324,0.4736775756,-0.2729545832,0.4086295366,0.9885442853
36,1.2,17,left_pinky,0.3723756373,0.4581667781,0.2965521216,0.05328534171,0.9895175099
36,1.2,18,right_pinky,0.4170581698,0.4781215787,-0.3089074492,0.41089046,0.9894475937
36,1.2,19,left_index,0.3792874217,0.4595079422,0.2627948523,0.0536903441,0.9895448089
36,1.2,20,right_index,0.4203910232,0.4782562256,-0.294149816,0.4041439891,0.9898474813
36,1.2,21,left_thumb,0.3837151527,0.4592280388,0.2601941228,0.05553839356,0.9891366959
36,1.2,22,right_thumb,0.4203075171,0.476588726,-0.2677999437,0.3546906412,0.9895444512
36,1.2,23,left_hip,0.3457610011,0.4742231667,0.1358056515,0.9987362027,0.9994832277
36,1.2,24,right_hip,0.3578634858,0.4847215414,-0.1355288178,0.9995026588,0.9996523857
36,1.2,25,left_knee,0.4010618925,0.5180408359,0.2403788567,0.2621658146,0.9980437756
36,1.2,26,right_knee,0.4361719489,0.5353973508,-0.1277775764,0.9471608996,0.9992328882
36,1.2,27,left_ankle,0.3867867589,0.5824861526,0.4139328897,0.5250049233,0.9989467263
36,1.2,28,right_ankle,0.3911677301,0.6016222239,-0.02272053994,0.9660497308,0.9992677569
36,1.2,29,left_heel,0.3558095992,0.5819500089,0.4281405807,0.588517487,0.998953104
36,1.2,30,right_heel,0.3766120374,0.6118381023,-0.0131975729,0.9354392886,0.999017477
36,1.2,31,left_foot_index,0.406409502,0.5970616937,0.3933791816,0.6102634668,0.9989839196
36,1.2,32,right_foot_index,0.4434426725,0.6143663526,-0.08828415722,0.9529228806,0.9985365868
42,1.4,0,nose,0.5180411339,0.3456908464,-0.06550044566,0.9992940426,0.9996392727
42,1.4,1,left_eye_inner,0.5124379992,0.3418496847,-0.05008836463,0.9992756248,0.9996345043
42,1.4,2,left_eye,0.5111210942,0.3417746425,-0.05011640489,0.9987781644,0.9996324778
42,1.4,3,left_eye_outer,0.5095775723,0.3416343927,-0.05019633844,0.9991561174,0.9996144772
42,1.4,4,right_eye_inner,0.5112067461,0.3419088423,-0.09804479778,0.9994612336,0.9996083379
42,1.4,5,right_eye,0.5089706182,0.3418275416,-0.09816275537,0.9992799163,0.9995777011
42,1.4,6,right_eye_outer,0.5064519644,0.3416385651,-0.09814786911,0.9994254112,0.9995297194
42,1.4,7,left_ear,0.4931575656,0.3431799412,0.03480958939,0.9990978241,0.9995785356
42,1.4,8,right_ear,0.4883913398,0.3432560563,-0.1802526265,0.9992146492,0.9993631244
42,1.4,9,mouth_left,0.5093218088,0.3508763313,-0.02854863927,0.9985166192,0.9985256791
42,1.4,10,mouth_right,0.5080986619,0.3507699966,-0.0916056782,0.9985111356,0.9986329675
42,1.4,11,left_shoulder,0.4608326852,0.3722314239,0.1665750593,0.9869586825,0.9953094125
42,1.4,12,right_shoulder,0.4673834741,0.3631779552,-0.3069046438,0.995434463,0.9948374629
42,1.4,13,left_elbow,0.5142781138,0.3367308378,0.2712103426,0.1449033022,0.9990290403
42,1.4,14,right_elbow,0.5322672129,0.322699815,-0.4824485779,0.9852918386,0.9962394238
42,1.4,15,left_wrist,0.5590217113,0.3044755459,0.2564234734,0.2941628397,0.9948917627
42,1.4,16,right_wrist,0.5685570836,0.2936035991,-0.504827261,0.9549950957,0.9873667955
42,1.4,17,left_pinky,0.5642094612,0.2975451946,0.2588641644,0.3200399876,0.9928546548
42,1.4,18,right_pinky,0.5750355721,0.2814750373,-0.5601751208,0.9370703697,0.9854698181
42,1.4,19,left_index,0.5614444613,0.2976103425,0.2317093462,0.3201903999,0.9923232794
42,1.4,20,right_index,0.5688484907,0.2838874459,-0.5413503647,0.9326603413,0.985249579
42,1.4,21,left_thumb,0.5612084866,0.3001970947,0.2397048175,0.3509992361,0.9926033616
42,1.4,22,right_thumb,0.568312645,0.2857397199,-0.5003604293,0.9144820571,0.9857725501
42,1.4,23,left_hip,0.4143329263,0.4730318189,0.1494743228,0.999162674,0.9989006519
42,1.4,24,right_hip,0.3988533318,0.4723034203,-0.1493113935,0.9993707538,0.9985530972
42,1.4,25,left_knee,0.4258421063,0.5412129164,0.2008515149,0.4250820875,0.9982807636
42,1.4,26,right_knee,0.4316582978,0.5447326899,-0.1032435447,0.9776746631,0.9981917739
42,1.4,27,left_ankle,0.4100725353,0.6105126739,0.3022987247,0.706558764,0.9987741113
42,1.4,28,right_ankle,0.4111872315,0.6151543856,-0.03282897919,0.9808345437,0.9982877374
42,1.4,29,left_heel,0.3925716877,0.6206704378,0.3059673905,0.8100947142,0.9984357953
42,1.4,30,right_heel,0.3934489191,0.6253786683,-0.03108221851,0.9610522389,0.9977947474
42,1.4,31,left_foot_index,0.4483033419,0.6293480992,0.2303782105,0.8085882068,0.9983812571
42,1.4,32,right_foot_index,0.4509714842,0.637598753,-0.1399681568,0.9709805846,0.9971110821
48,1.6,0,nose,0.5112594366,0.2808770537,-0.1130792946,0.9992210865,0.9994137287
48,1.6,1,left_eye_inner,0.5041162372,0.2749266624,-0.0877809152,0.9991214871,0.9992206097
48,1.6,2,left_eye,0.5041763783,0.2750277519,-0.08773620427,0.9984468818,0.9990949631
48,1.6,3,left_eye_outer,0.5036532283,0.2747387886,-0.08774110675,0.9987688661,0.9989193678
48,1.6,4,right_eye_inner,0.5010929704,0.2748714089,-0.1243272498,0.9994481206,0.9994063377
48,1.6,5,right_eye,0.4986868501,0.2748176455,-0.1244894639,0.9992820621,0.9994310737
48,1.6,6,right_eye_outer,0.4954475164,0.2743856907,-0.1245778874,0.9994593263,0.9994213581
48,1.6,7,left_ear,0.496953994,0.2785060108,0.02646836825,0.9981073141,0.9985503554
48,1.6,8,right_ear,0.4829390049,0.276874423,-0.1343115717,0.9994078875,0.9992150068
48,1.6,9,mouth_left,0.5110539794,0.287558645,-0.06805421412,0.9980269074,0.9975778461
48,1.6,10,mouth_right,0.5049769878,0.2863602936,-0.114959836,0.9983370304,0.9981964231
48,1.6,11,left_shoulder,0.4933602214,0.3064668477,0.1214161366,0.9904295206,0.9897733331
48,1.6,12,right_shoulder,0.461068809,0.3029123545,-0.2526883185,0.9967959523,0.9966281056
48,1.6,13,left_elbow,0.4829523563,0.2584190965,0.1149577945,0.3841432035,0.9969691634
48,1.6,14,right_elbow,0.4808654487,0.2548930347,-0.4339572787,0.9955785871,0.9973512888
48,1.6,15,left_wrist,0.4871819019,0.2068169862,0.04277337715,0.5387498736,0.9893662333
48,1.6,16,right_wrist,0.489567697,0.2052820772,-0.4626018107,0.9845016599,0.9831504226
48,1.6,17,left_pinky,0.4680055082,0.199319005,0.01783642545,0.5020100474,0.9861937165
48,1.6,18,right_pinky,0.4844794273,0.1930916756,-0.5171888471,0.9677658677,0.9758158922
48,1.6,19,left_index,0.4807015657,0.1949622631,0.007071304135,0.4976142645,0.984963119
48,1.6,20,right_index,0.4856299162,0.193903327,-0.5007930398,0.9643272161,0.9741869569
48,1.6,21,left_thumb,0.4820775092,0.1981421262,0.02876777947,0.5238110423,0.9857205153
