participant_id,trial_slot,trial_name,condition,is_empty,hip_flexion_right_mean,hip_flexion_right_median,hip_flexion_right_std,hip_flexion_right_variance,hip_flexion_right_maximum,hip_flexion_right_minimum,hip_flexion_right_rom,hip_flexion_right_time_to_peak,hip_flexion_left_mean,hip_flexion_left_median,hip_flexion_left_std,hip_flexion_left_variance,hip_flexion_left_maximum,hip_flexion_left_minimum,hip_flexion_left_rom,hip_flexion_left_time_to_peak,knee_flexion_right_mean,knee_flexion_right_median,knee_flexion_right_std,knee_flexion_right_variance,knee_flexion_right_maximum,knee_flexion_right_minimum,knee_flexion_right_rom,knee_flexion_right_time_to_peak,knee_flexion_left_mean,knee_flexion_left_median,knee_flexion_left_std,knee_flexion_left_variance,knee_flexion_left_maximum,knee_flexion_left_minimum,knee_flexion_left_rom,knee_flexion_left_time_to_peak,ankle_angle_right_mean,ankle_angle_right_median,ankle_angle_right_std,ankle_angle_right_variance,ankle_angle_right_maximum,ankle_angle_right_minimum,ankle_angle_right_rom,ankle_angle_right_time_to_peak,ankle_angle_left_mean,ankle_angle_left_median,ankle_angle_left_std,ankle_angle_left_variance,ankle_angle_left_maximum,ankle_angle_left_minimum,ankle_angle_left_rom,ankle_angle_left_time_to_peak,hip_flexion_rom_absolute_difference,hip_flexion_rom_percent_difference,hip_flexion_rom_symmetry_index,knee_flexion_rom_absolute_difference,knee_flexion_rom_percent_difference,knee_flexion_rom_symmetry_index,ankle_angle_rom_absolute_difference,ankle_angle_rom_percent_difference,ankle_angle_rom_symmetry_index
26,5,f_DJ_t2,fatigued,False,45.73275442,45.83392327,39.07833179,1527.116015,93.76445188,-11.28122987,105.0456817,1.492,44.9091998,45.36668097,39.00438431,1521.341996,92.1051866,-11.08808359,103.1932702,1.484,48.99916605,52.20431739,34.26288804,1173.945497,97.49478875,2.48313944,95.01164931,1.472,47.6655386,48.73873014,34.3835805,1182.230608,96.0581912,0.31348101,95.74471019,1.476,8.16603254,10.3621783,19.4621307,378.7745314,31.39822384,-29.44665065,60.84487449,1.504,6.418993215,9.40254648,21.77586181,474.1881577,31.1591244,-38.9026799,70.0618043,1.524,1.85241156,1.779121094,-1.779121094,0.73306088,0.7685834243,0.7685834243,9.21692981,14.08168001,14.08168001
26,6,f_DJ_t3,fatigued,False,41.77208809,29.04295621,41.5488288,1726.305175,101.3404835,-10.5967058,111.9371893,1.824,39.14227088,26.01931977,39.5721957,1565.958673,98.30335144,-10.03185879,108.3352102,1.824,47.49891904,35.99171959,35.96441746,1293.439323,104.3880592,3.35755532,101.0305039,1.824,46.61398204,36.14403362,35.85344275,1285.469357,103.7924565,0.27829358,103.5141629,1.828,6.909153056,8.42906707,18.3900887,338.1953625,31.31327829,-31.15940133,62.47267962,1.872,6.407900337,5.34480393,20.87521433,435.7745732,31.86496475,-38.86788113,70.73284588,1.872,3.60197904,3.270476962,-3.270476962,2.48365895,2.428475881,2.428475881,8.26016626,12.40213757,12.40213757
27,1,DJ_t1,nonfatigued,False,75.88949648,96.65341213,38.54117578,1485.422231,115.353087,0.7578964,114.5951905,1,70.40589392,89.96379481,36.27949809,1316.201982,109.3944829,-0.23073976,109.6252227,1.016,72.3189417,94.00477589,33.15129615,1099.008436,108.7042307,7.44712278,101.2571079,0.972,71.2843279,92.86751695,33.58443303,1127.914142,110.6292196,5.84334417,104.7858754,0.976,13.19140346,32.29832428,27.55266298,759.1492375,35.45906616,-39.65664164,75.1157078,1.036,9.169890902,27.86852756,26.08061149,680.1982958,32.85192495,-39.55960318,72.41152813,1.036,4.9699679,4.433109215,-4.433109215,3.52876747,3.425273128,3.425273128,2.70417967,3.666007369,-3.666007369
27,2,DJ_t2,nonfatigued,False,79.72972508,102.3098309,36.68177941,1345.552941,117.5774485,11.52798522,106.0494633,1.032,76.60971425,98.40039281,35.84146819,1284.610842,114.5623817,10.04913403,104.5132476,2.396,73.88431351,93.77488604,31.54629693,995.1688501,108.6314535,6.71698414,101.9144694,0.988,71.29882382,90.37447923,31.89029831,1016.991126,107.4426455,5.99678517,101.4458604,1.004,14.61530938,29.67560644,25.96679747,674.274571,36.69681276,-39.65721804,76.3540308,1.1,8.139114475,22.42721247,24.8844138,619.2340503,31.56954234,-39.49017777,71.05972011,1.1,1.53621567,1.459152633,-1.459152633,0.468609,0.4608656966,-0.4608656966,5.29431069,7.182926501,-7.182926501
27,3,DJ_t3,nonfatigued,False,75.86752109,100.3912252,37.57076477,1411.562365,114.4450559,10.03699513,104.4080607,1.176,70.85009589,93.76001104,35.60595116,1267.783758,109.2402766,8.18338328,101.0568933,1.184,69.84739635,89.55900058,30.92532693,956.3758459,104.5666625,6.46274304,98.10391944,1.18,69.72419841,89.60235235,31.91873602,1018.805709,106.3420957,6.2676652,100.0744305,1.184,13.73227046,28.56796126,25.34444673,642.34098,34.75632753,-39.65452058,74.41084811,1.34,10.34544448,25.46845461,23.97389157,574.7474768,32.09341928,-39.59140882,71.6848281,1.264,3.35116741,3.262033105,-3.262033105,1.97051109,1.988623975,1.988623975,2.72602001,3.731828458,-3.731828458
27,4,f_DJ_t1,fatigued,False,56.11234513,40.19863409,53.54109812,2866.649188,122.9488546,-16.54655411,139.4954087,4.104,51.06686366,31.35861392,51.66146395,2668.906857,118.1339837,-17.4602198,135.5942036,4.092,53.12241823,48.4857248,39.58631479,1567.076319,109.7175965,2.32314569,107.3944508,2.376,51.94543182,45.39848477,41.1740576,1695.303019,108.5222701,1.4945843,107.0276858,2.38,9.713744915,12.59665906,20.50971713,420.6484968,34.46017576,-39.57475267,74.03492843,2.412,5.824156225,7.760055635,20.43644363,417.6482283,29.59038935,-39.54244388,69.13283323,2.444,3.9012052,2.836315895,-2.836315895,0.36676501,0.342096218,-0.342096218,4.9020952,6.848043363,-6.848043363
27,5,f_DJ_t2,fatigued,False,50.38717975,34.58085126,49.82122856,2482.154815,116.6542091,-14.08822397,130.742433,4.244,45.92775714,29.34504183,46.71321061,2182.124046,108.2811233,-14.0630865,122.3442098,4.22,49.51221319,37.03169242,39.74212307,1579.436346,105.9894683,1.19584747,104.7936208,2.796,48.38191242,36.78916845,40.95459984,1677.279248,108.0178455,0.84512107,107.1727244,2.796,10.23456644,10.41844548,21.53709776,463.8465797,34.4943084,-39.57762221,74.07193061,2.852,6.935155595,6.024827355,20.06288807,402.5194778,31.10991709,-39.55684208,70.66675917,2.74,8.39822327,6.636638881,-6.636638881,2.3791036,2.244793717,2.244793717,3.40517144,4.705267742,-4.705267742
27,6,f_DJ_t3,fatigued,False,56.06722837,44.55444926,47.93414891,2297.682632,116.6434545,-9.1966218,125.8400763,2.412,52.30054526,40.40173922,45.78031318,2095.837075,111.5672198,-10.72085758,122.2880773,2.468,52.96955331,46.9126324,38.90429602,1513.544249,106.7024021,1.14583416,105.556568,2.412,52.33101609,44.02918807,38.30066549,1466.940977,105.6279938,0.85398472,104.7740091,2.428,11.50140326,15.74768269,22.19650258,492.6847266,36.06370661,-39.5447347,75.60844131,2.452,7.536827542,11.07682408,20.56395699,422.8763273,30.87457444,-39.57540317,70.44997761,2.484,3.55199894,2.863035805,-2.863035805,0.78255886,0.7441227718,-0.7441227718,5.1584637,7.06356229,-7.06356229
28,1,DJ_t1,nonfatigued,False,12.76542728,11.8490489,19.8402963,393.6373574,56.8798534,-8.73926321,65.61911661,3.828,11.25944934,8.08491826,20.13856917,405.5619681,55.32403601,-9.53114049,64.8551765,3.808,16.08264731,10.92007276,18.3112803,335.3029861,76.21101415,2.37583953,73.83517462,2.98,17.62469999,11.84280348,19.08080322,364.0770517,80.26706618,3.85569287,76.41137331,2.992,1.402337813,1.58977282,10.78536818,116.3241668,38.00914776,-29.36150678,67.37065454,2.996,1.180124115,1.49167344,11.13063018,123.8909281,36.90961577,-29.94731214,66.85692791,3.004,0.76394011,1.171020117,-1.171020117,2.57619869,3.429295016,3.429295016,0.51372663,0.7654561315,-0.7654561315
28,2,DJ_t2,nonfatigued,False,28.34183364,16.60077399,37.9305393,1438.725812,89.36089124,-11.9455575,101.3064487,4.328,27.43255061,14.69559846,39.68411276,1574.828806,91.92174124,-14.57508495,106.4968262,4.332,37.417888,19.31758918,37.94448536,1439.783969,100.4101562,0.69617562,99.71398057,4.348,38.41899629,19.52913359,38.75929307,1502.282799,101.9209173,2.20807396,99.71284336,4.332,9.940108839,3.224296715,19.5030003,380.3670207,37.35874331,-33.34570231,70.70444562,4.376,8.46849159,3.896942435,19.66832146,386.8428692,34.58855111,-35.86332946,70.45188057,4.32,5.19037745,4.995472234,4.995472234,0.00113721,0.001140478475,-0.001140478475,0.25256505,0.3578515492,-0.3578515492
28,3,DJ_t3,nonfatigued,False,31.38133006,15.91212042,35.57625054,1265.669602,84.53774174,-2.03658597,86.57432771,4.404,29.53255994,9.34593154,34.61671586,1198.317017,81.71427512,-1.43636899,83.15064411,4.496,34.21419308,19.33223531,35.33962416,1248.889036,88.14743516,2.62695171,85.52048345,3.296,35.94505832,15.82398975,34.23877092,1172.293434,89.64221313,6.66446849,82.97774464,3.296,7.035437354,1.46922555,20.11743286,404.7111047,36.36538131,-35.8995042,72.26488551,3.268,8.562297151,2.59424025,17.94716837,322.1008526,34.92515908,-34.12473578,69.04989486,3.316,3.4236836,4.034389947,-4.034389947,2.54273881,3.018119346,-3.018119346,3.21499065,4.550112368,-4.550112368
28,4,f_DJ_t1,fatigued,False,30.8437734,10.83781796,36.48102845,1330.865437,95.16863301,-0.02314594,95.19177895,4.236,30.49855542,9.189479745,35.22861782,1241.055513,92.53166924,1.16801653,91.36365271,4.232,32.56683054,7.72708806,36.56502709,1337.001206,95.76594932,0.84988544,94.91606388,4.256,34.53784392,10.908024,35.44198985,1256.134644,95.23877347,2.65046354,92.58830993,4.268,10.30354737,4.602561945,18.16388666,329.9267785,38.01960501,-32.69421293,70.71381794,3.152,10.33533676,5.44565292,18.17133555,330.1974358,37.05897113,-30.29437688,67.35334801,5.2,3.82812624,4.104009415,-4.104009415,2.32775395,2.482879629,-2.482879629,3.36046993,4.867877032,-4.867877032
28,5,f_DJ_t2,fatigued,False,35.94440783,15.70929818,35.74528216,1277.725196,85.09658861,-0.1785523,85.27514091,2.608,34.10955766,12.77289794,35.06474288,1229.536194,83.39028608,-0.58912966,83.97941574,2.6,35.75066822,19.54454212,32.47128304,1054.384222,92.84225999,0.1830861,92.65917389,2.588,36.01672532,19.75710679,33.44047882,1118.265624,92.21993949,0.71906538,91.50087411,2.592,10.37969852,7.14589117,15.80474027,249.7898149,35.12582061,-34.12605214,69.25187275,2.616,11.34961374,5.75429885,15.75104165,248.0953132,34.98133754,-30.64856578,65.62990332,3.536,1.29572517,1.531096351,-1.531096351,1.15829978,1.257927322,-1.257927322,3.62196943,5.370583834,-5.370583834
28,6,f_DJ_t3,fatigued,False,29.74584635,12.90953166,35.95010047,1292.409724,90.36850125,-3.43387125,93.8023725,4.224,27.77376232,7.96867784,35.01642372,1226.14993,85.1481117,-4.81299213,89.96110383,4.232,34.90982729,15.20356622,36.42627394,1326.873433,97.74658471,0.2221828,97.52440191,4.2,34.96244691,11.49454048,36.59626365,1339.286513,98.23363668,0.96282196,97.27081472,4.212,12.72856195,7.17053735,17.86071227,319.0050428,37.46138324,-33.31875401,70.78013725,4.14,13.00027261,7.18424246,16.64424066,277.030747,37.70561039,-29.50563624,67.21124663,4.184,3.84126867,4.18066609,-4.18066609,0.25358719,0.2603628512,-0.2603628512,3.56889062,5.172628203,-5.172628203
29,1,DJ_t1,nonfatigued,False,32.75740595,28.36971449,36.58666673,1338.584183,85.15935246,-10.79822533,95.95757779,2.616,31.93865361,24.88010284,34.53961024,1192.984676,83.85554321,-10.26896056,94.12450377,2.616,48.72442922,40.49726097,40.39115515,1631.445414,117.3672135,1.43035694,115.9368565,2.604,49.7713044,45.02419834,38.36086132,1471.555681,117.8859659,2.2600489,115.625917,2.6,6.577027531,-1.163859935,21.40297549,458.0873597,38.13482878,-38.53458583,76.66941461,2.668,8.869705878,8.63873187,20.40326328,416.2931526,37.43614142,-38.93370619,76.36984761,2.652,1.83307402,1.928718378,-1.928718378,0.31093949,0.2685574069,-0.2685574069,0.299567,0.391490387,-0.391490387
29,2,DJ_t2,nonfatigued,False,38.80163034,26.01868617,36.5999697,1339.557782,89.34443475,-7.74077553,97.08521028,3.372,37.07855248,28.28321571,34.66973958,1201.990842,85.73635742,-6.11333186,91.84968928,3.368,50.05067,30.01848452,40.84484725,1668.301547,111.6829258,0.37620811,111.3067177,2.052,52.77984483,45.51725057,38.91171677,1514.121702,111.6366696,0.92637237,110.7102972,2.056,6.790769716,4.27868862,21.39471378,457.7337778,36.00068902,-39.07921473,75.07990375,2.112,10.29147392,7.83254923,21.34191642,455.4773964,35.83319729,-39.20187199,75.03506928,2.112,5.235521,5.542142836,-5.542142836,0.59642044,0.5372745331,-0.5372745331,0.04483447,0.05973350838,-0.05973350838
29,3,DJ_t3,nonfatigued,False,29.56680002,17.41480067,35.59939451,1267.316889,90.7845575,-9.26032554,100.044883,2.336,29.18502211,18.613619,34.55400689,1193.979392,88.1858303,-9.95956934,98.14539964,2.336,43.31181216,21.23159489,41.68418126,1737.570967,116.933724,0.59027627,116.3434478,2.324,43.40080525,21.23971081,41.16650187,1694.680876,117.0688143,0.87828718,116.1905271,2.332,4.992406964,-2.143705445,22.7887897,519.3289361,36.84539102,-38.9824695,75.82786052,2.412,5.742024637,-1.33450153,22.89300428,524.0896449,37.68418476,-39.26355467,76.94773943,2.376,1.8994834,1.916827984,-1.916827984,0.1529207,0.1315254686,-0.1315254686,1.11987891,1.466044199,1.466044199
29,4,f_DJ_t1,fatigued,False,38.59299342,32.5029769,35.08606452,1231.031924,83.57566027,-8.34880754,91.92446781,1.904,38.74129517,38.30087056,34.10527622,1163.169866,82.54701452,-7.84773911,90.39475363,1.912,52.48450887,41.36213351,39.05066428,1524.954381,108.5510806,0.57916951,107.9719111,1.912,53.21907748,51.629557,36.40320035,1325.192996,107.2539251,2.73776851,104.5161566,1.916,7.864225886,12.76946326,22.92427059,525.5221821,36.0917737,-38.74070114,74.83247484,1.968,6.926634384,11.74752439,21.95637877,482.0825688,35.2655985,-39.14256117,74.40815967,1.968,1.52971418,1.678061334,-1.678061334,3.45575446,3.25265743,-3.25265743,0.42431517,0.5686322246,-0.5686322246
29,5,f_DJ_t2,fatigued,False,38.31328489,25.4569966,35.56411019,1264.805934,88.53172521,-4.35783791,92.88956312,1.924,38.88813131,28.20094423,33.48331745,1121.132548,85.31389598,-3.59286122,88.9067572,1.924,51.95804724,37.73705953,40.56410819,1645.446873,114.8419568,1.39551339,113.4464434,1.928,54.00301975,47.11665565,37.55233981,1410.178225,116.3261711,1.54581639,114.7803547,1.936,8.29995793,11.98069169,21.88623522,479.0072922,35.00241456,-36.92990118,71.93231574,1.984,8.390131981,11.54261347,21.13089141,446.5145717,36.68799554,-38.88211319,75.57010873,1.984,3.98280592,4.381613349,-4.381613349,1.33391133,1.168934885,1.168934885,3.63779299,4.932519588,4.932519588
29,6,f_DJ_t3,fatigued,False,36.21391048,21.31025387,36.82101924,1355.787458,89.08273946,-8.99898408,98.08172354,3.352,36.10056324,26.58700213,34.50103467,1190.321393,85.75996663,-9.38999622,95.14996285,3.376,49.14599487,27.53639042,42.2678829,1786.573925,114.9351867,0.37411253,114.5610741,2.152,49.74431317,33.70527414,39.39397097,1551.884949,112.2279001,0.89398995,111.3339101,2.16,7.703182282,6.509989545,22.69250404,514.9497397,37.28765529,-38.25748603,75.54514132,2.188,6.728987163,-0.132653375,22.42170365,502.7327945,35.93183647,-39.14678573,75.0786222,2.188,2.93176069,3.034451279,-3.034451279,3.22716398,2.857224998,-2.857224998,0.46651912,0.6194495597,-0.6194495597
30,1,DJ_t1,nonfatigued,False,51.3400381,63.09070709,43.39661449,1883.266149,95.53848377,-26.00518452,121.5436683,2.752,49.61226779,62.23236366,42.25951968,1785.867003,92.29757546,-26.38756742,118.6851429,5.136,66.86471053,84.97812401,42.40844138,1798.4759,114.691362,1.88408284,112.8072791,2.72,68.70244725,87.13963904,42.26297003,1786.158636,116.6225919,1.14068965,115.4819022,2.688,13.27169957,23.77447023,19.59871321,384.1095594,33.46982062,-39.17724943,72.64707005,2.572,13.66430682,24.27284376,19.96940092,398.7769731,34.48180153,-39.33472416,73.81652569,2.608,2.85852541,2.379835621,-2.379835621,2.67462309,2.343188647,2.343188647,1.16945564,1.596923296,1.596923296
30,2,DJ_t2,nonfatigued,False,47.6276529,56.1295771,33.35514933,1112.565987,84.07203604,-19.5403061,103.6123421,0.872,46.42893934,55.5550471,32.99127907,1088.424495,83.10451376,-20.48600846,103.5905222,0.884,64.56380625,77.79143241,35.17108437,1237.005176,117.2086026,5.58677198,111.6218306,0.788,67.18784417,80.50836152,35.19719073,1238.842235,124.3010235,8.39981994,115.9012035,0.796,11.65990241,21.49151643,19.37400234,375.3519665,32.63710981,-39.46533046,72.10244027,1.928,13.33875898,23.06607428,18.72281632,350.5438509,32.52589791,-39.30405478,71.82995269,1.94,0.02181992,0.02106140769,-0.02106140769,4.27937293,3.761705224,3.761705224,0.27248758,0.3786327378,-0.3786327378
30,3,DJ_t3,nonfatigued,False,43.71050693,46.45806996,43.81705705,1919.934489,98.82403699,-26.11910877,124.9431458,2.984,42.82208504,46.52347063,43.03041666,1851.616758,96.87644886,-25.75924154,122.6356904,2.972,59.74839,58.53156662,42.60885366,1815.51441,121.6603385,0.9534146,120.7069239,2.94,60.62018585,60.02603317,42.35279111,1793.758915,121.7145712,1.56915504,120.1454162,2.952,11.28010813,15.14106655,20.11436738,404.587775,35.52081181,-39.32169586,74.84250767,2.82,10.50472821,14.63032206,19.87909313,395.1783436,34.93169336,-39.41415736,74.34585072,2.848,2.30745536,1.864016647,-1.864016647,0.56150773,0.4662671991,-0.4662671991,0.49665695,0.6658119378,-0.6658119378
30,4,f_DJ_t1,fatigued,False,24.93121388,18.47285439,38.23647616,1462.028109,81.08514556,-22.20995595,103.2951015,3.256,24.26629106,20.27900342,38.73098766,1500.089405,80.808898,-24.53969367,105.3485917,3.248,44.89463844,23.04304968,39.18870256,1535.754408,116.6065896,1.90925746,114.6973321,1.816,45.53519448,24.84668882,40.54838167,1644.171256,120.645584,1.85717085,118.7884131,1.82,3.327929744,5.88698585,23.5731466,555.6932404,33.46194722,-39.21772489,72.67967211,1.86,1.957522162,1.54051653,23.32791798,544.1917571,33.70142721,-39.3074349,73.00886211,1.86,2.05349016,1.968418147,1.968418147,4.09108097,3.50435181,3.50435181,0.32919,0.4519092759,0.4519092759
30,5,f_DJ_t2,fatigued,False,58.7689308,75.97934531,32.03406338,1026.181217,86.2018412,-21.61812687,107.8199681,2.172,57.71875179,74.04268357,31.91990303,1018.88021,85.75465938,-22.60990777,108.3645671,3.736,70.76530973,92.49677204,34.60796016,1197.710906,111.3956428,1.59815257,109.7974902,0.76,73.43507929,95.14523537,34.48635304,1189.308546,114.3812066,2.74539845,111.6358082,0.76,14.45249681,25.28072151,20.19506296,407.840568,36.44690882,-38.63843032,75.08533914,0.772,17.01966787,28.20397164,18.07740787,326.7926753,34.53015297,-28.47309308,63.00324605,0.7,0.54459908,0.5038279722,0.5038279722,1.838318,1.660380813,1.660380813,12.08209309,17.49904682,-17.49904682
30,6,f_DJ_t3,fatigued,False,47.03654847,59.95392946,40.56138458,1645.225919,89.43157202,-27.90511828,117.3366903,3.344,46.11178307,59.2815158,39.65989109,1572.906961,86.92002094,-29.07968213,115.9997031,3.344,62.67902574,77.83334459,39.86804352,1589.460894,106.821716,0.69602724,106.1256887,2.14,63.34016498,79.00835406,39.56849513,1565.665807,108.4462747,0.91805158,107.5282232,0.764,12.05565917,23.38106409,22.62195604,511.7528951,33.43034681,-39.47056792,72.90091473,0.708,11.34651606,21.62285686,22.48135046,505.4111185,34.20833919,-39.41662384,73.62496303,0.704,1.33698723,1.145974025,-1.145974025,1.4025344,1.312903085,1.312903085,0.7240483,0.9882872719,0.9882872719
31,1,DJ_t1,nonfatigued,False,83.12317837,102.8788415,33.9723752,1154.122277,111.6773979,11.99955801,99.67783993,0.44,82.89102124,101.7486409,32.51371559,1057.141702,111.5809208,14.36788277,97.21303805,0.592,80.0270263,99.76915236,35.29257586,1245.565911,109.2078731,0.28858673,108.9192864,0.392,78.6198716,96.4142375,33.89359553,1148.775818,110.7512658,0.46338014,110.2878856,0.44,22.7746324,34.45814189,23.91520999,571.9372691,37.57616429,-38.90294079,76.47910508,1.636,19.88575849,30.10802189,22.32804779,498.5417183,36.742238,-37.44975811,74.19199611,0.712,2.46480188,2.503723794,-2.503723794,1.36859924,1.248681079,1.248681079,2.28710897,3.035896004,-3.035896004
31,2,DJ_t2,nonfatigued,False,57.62252626,56.89663824,41.79979724,1747.223049,109.682428,7.86559113,101.8168369,0.632,57.41871806,56.6788642,41.03344694,1683.743768,108.7667683,8.89892692,99.86784142,0.632,52.55451708,54.28508902,44.71111465,1999.083773,109.1897005,0.20355485,108.9861457,0.34,54.97518151,56.42808702,42.57819513,1812.9027,107.5346798,0.5367376,106.9979422,0.348,13.73188752,20.87598987,23.29057797,542.451022,37.915457,-38.83622776,76.75168476,1.732,13.52695702,18.79503873,22.56714869,509.2762001,37.95677145,-38.65557175,76.6123432,1.628,1.94899543,1.932715412,-1.932715412,1.98820347,1.841064765,-1.841064765,0.13934156,0.181713485,-0.181713485
31,3,DJ_t3,nonfatigued,False,74.13954419,102.3702355,43.36138213,1880.20946,112.8457899,-1.52556481,114.3713548,0.644,74.42966918,101.7353748,41.74646608,1742.76743,112.0961144,0.88434643,111.211768,0.98,69.86355926,99.29223791,44.13044485,1947.496163,114.1445749,0.23145052,113.9131244,0.444,69.86012014,97.93433096,42.64153365,1818.300392,110.1155775,0.3720458,109.7435318,0.484,20.73046201,35.76326003,22.8702001,523.0460527,38.13892451,-39.14599164,77.28491615,2.28,19.02784849,32.67666476,21.11586341,445.8796878,36.43664723,-38.16541826,74.60206549,2.22,3.15958681,2.801261701,-2.801261701,4.1695926,3.728565626,-3.728565626,2.68285066,3.532693363,-3.532693363
31,4,f_DJ_t1,fatigued,False,74.64434665,98.23791719,39.81407692,1585.160721,111.1936161,10.67044103,100.523175,3.14,74.82265919,97.22747786,39.94053644,1595.246451,112.2888089,12.51012813,99.7786808,2.816,69.13812309,97.43125498,42.77237233,1829.475835,108.7099116,0.20687232,108.5030393,2.092,70.66133816,96.45748041,40.61951819,1649.945258,108.0299901,0.22153127,107.8084588,2.076,18.96188403,35.37596256,23.31624496,543.6472792,37.76420256,-39.0050021,76.76920466,0.48,16.76108374,30.81445798,21.18910535,448.9781855,34.87817174,-37.42513692,72.30330866,1.848,0.74449422,0.7433722638,-0.7433722638,0.69458054,0.6422039938,-0.6422039938,4.465896,5.991575376,-5.991575376
31,5,f_DJ_t2,fatigued,False,71.57866314,89.9538796,35.11444096,1233.023964,110.5121513,10.2701311,100.2420202,0.968,72.07055995,90.96184996,35.35511101,1249.983875,110.7834513,13.28304732,97.50040395,0.968,66.55765751,89.32187459,39.10890269,1529.50627,110.6066757,0.16198567,110.4446901,0.548,67.918421,88.05975851,36.05894045,1300.247187,109.3102188,0.33092255,108.9792963,0.56,18.03914007,33.49351644,23.47559998,551.1037943,37.92423259,-38.64073891,76.5649715,1.972,16.5191691,27.88721466,19.00843884,361.320747,34.46679424,-37.86550336,72.3322976,0.584,2.74161629,2.772916638,-2.772916638,1.46539382,1.335673319,-1.335673319,4.2326739,5.685361358,-5.685361358
31,6,f_DJ_t3,fatigued,False,72.92615014,95.36687854,39.28043819,1542.952824,110.6105823,1.02313271,109.5874496,2.868,72.28828081,93.83341953,38.04755948,1447.616783,109.0010753,2.72070501,106.2803702,2.852,67.83420781,95.67308879,41.680441,1737.259162,107.5658311,0.22824185,107.3375892,1.956,68.54666034,95.7340989,39.53096475,1562.697174,106.1149468,0.64631809,105.4686287,1.952,19.66174652,33.71205126,20.84782935,434.6319887,37.31059295,-38.58327608,75.89386903,1.88,17.29510095,28.93624643,18.90696064,357.4731608,34.20228822,-38.0724681,72.27475632,0.948,3.30707934,3.063985491,-3.063985491,1.86896054,1.756490537,-1.756490537,3.61911271,4.885126931,-4.885126931
32,1,DJ_t1,nonfatigued,False,46.23314186,23.27761138,47.11292885,2219.628065,114.5139327,-6.23303325,120.746966,3.376,49.03518924,30.01268428,46.12949163,2127.929998,114.3027549,-5.82956738,120.1323223,3.38,42.66153773,17.85809204,41.52866794,1724.630261,101.4814563,0.26758073,101.2138756,3.908,44.32501585,21.49546154,39.33423922,1547.182375,99.75579102,0.27776584,99.47802518,3.952,7.453505579,1.80001823,20.14152011,405.6808324,32.00380736,-39.34952253,71.35332989,3.036,6.733923727,2.99769232,18.53455879,343.5298696,28.92739992,-39.1855265,68.11292642,3.048,0.61464366,0.5103333411,-0.5103333411,1.73585038,1.729865903,-1.729865903,3.24040347,4.646863773,-4.646863773
32,2,DJ_t2,nonfatigued,False,42.14642673,19.97216804,45.48385218,2068.780809,111.2968483,-2.98050953,114.2773578,2.508,42.65375787,20.73222678,43.49986825,1892.238538,108.357135,-0.39249892,108.7496339,4.62,37.07503698,11.20414421,40.43329175,1634.851081,108.1852672,0.24914522,107.936122,2.496,39.68163519,16.05166526,38.8031315,1505.683014,104.9847577,0.25946212,104.7252956,2.488,5.695673685,0.83985341,18.38135067,337.8740526,34.2190645,-38.97201789,73.19108239,2.584,7.576575474,2.25714598,17.43147673,303.8563811,31.81345675,-39.00390898,70.81736573,3.548,5.52772386,4.956999883,-4.956999883,3.21082642,3.019660507,-3.019660507,2.37371666,3.296635289,-3.296635289
32,3,DJ_t3,nonfatigued,False,36.71601353,19.83477535,41.08526594,1687.999078,115.5425047,-3.22800394,118.7705086,2.148,39.91637604,26.43682639,41.29668277,1705.416008,116.7155693,-1.10711679,117.8226861,2.144,34.02926197,9.10908298,37.09057455,1375.71072,106.101966,0.13672738,105.9652387,2.116,35.82059702,13.61551316,36.667263,1344.488176,107.4049797,0.19074216,107.2142376,2.108,4.926142674,2.62491711,20.15986441,406.420133,33.88207392,-39.3927152,73.27478912,3.236,4.229454439,2.72502,19.92499444,397.0054034,32.06371566,-39.394036,71.45775166,3.228,0.9478226,0.8012255815,-0.8012255815,1.24899893,1.171781592,1.171781592,1.81703746,2.510890019,-2.510890019
32,4,f_DJ_t1,fatigued,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,5,f_DJ_t2,fatigued,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,6,f_DJ_t3,fatigued,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,1,DJ_t1,nonfatigued,False,31.09682412,14.44053683,35.98208168,1294.710202,84.4631123,-7.14990716,91.61301946,2.636,30.70116708,17.00255295,36.28789916,1316.811625,84.64117382,-7.98929558,92.6304694,2.632,41.9589433,27.70828207,34.33372453,1178.80464,102.4728105,0.86107899,101.6117315,2.692,38.46126303,25.69362801,34.58340613,1196.011979,100.0495562,2.81115436,97.23840186,2.696,6.117442045,1.69217803,21.66606844,469.4185217,37.84471297,-39.38863166,77.23334463,2.732,4.740409658,-1.1485356,21.46056526,460.5558614,37.44406428,-39.12445099,76.56851527,2.664,1.01744994,1.104462303,1.104462303,4.37332965,4.398618775,-4.398618775,0.66482936,0.8645270746,-0.8645270746
