source_row,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10
152,-1.75756464,-7.303190933,3.857491752,1.708489003,1.397856085,0.6417077413,0.3018941461,-1.450048418,0.2736650322,-1.282662328
153,-7.42217748,1.697131929,4.500106497,-2.056844792,2.499232623,0.0991605306,-1.16773003,-1.464532577,-0.4943080791,-1.317627305
154,-5.965994293,2.44179502,2.715433446,-1.304538097,3.051352064,-2.235509535,-0.8908891535,-0.6622969362,-0.6777388008,-0.7705056863
155,-5.658094881,0.2246478668,3.61087074,-0.8352962605,1.479007449,0.005929821973,-0.372395363,-1.189927024,-0.0778004619,-0.9268586468
156,8.225036397,8.696701056,-1.023862385,0.4414217234,-2.844301802,2.527657981,1.05542533,0.2345831564,0.8678821402,2.701211672
157,-2.57677998,5.682623019,-2.278140621,-2.544151697,0.7042568488,-0.2348508176,-0.5044570786,-0.5308546489,-1.464265792,0.1204998528
158,1.247085946,5.331532196,-1.066613031,-0.01570187373,1.121419408,-0.01619286263,-1.760732266,-0.778688013,-0.3754326218,-0.1807699934
159,0.09395914418,5.702788922,-1.86822896,-2.698943696,0.8340826106,-1.124129577,-1.124861426,-0.568706469,0.1062181096,-0.3733592341
160,1.317252213,4.293119448,0.9679075913,-1.526010985,-1.56620592,0.7800005863,-0.2254201509,-0.848236873,0.03603698084,0.7936132301
161,-0.2448295506,5.557480339,-1.857237238,-3.551842605,-0.04367094562,-0.6182813803,-0.5246491077,-0.4841811177,-1.350199953,0.5095632264
162,-4.214204477,1.493256425,-1.474465226,0.7716358829,-2.541574342,-0.4100409873,-0.4869123052,-0.7773943075,-0.8260483509,1.687300558
163,-3.749780584,1.087382001,-0.6407680856,1.222373175,-1.144171003,-1.739547957,-0.2755624817,-0.9882452814,-1.726054641,1.311183033
164,-5.134271366,2.481847078,-1.325975241,1.990168092,-3.375712574,-1.137039898,-0.2357388449,-0.6973903235,-0.9780240343,0.2368505529
165,-2.665822458,-0.2069819124,-0.2777937647,2.694834568,-1.600823198,0.02069162811,-1.501274777,-0.1013096269,0.681334918,1.348789125
166,-3.118175513,-0.06679702428,0.6513318612,1.384423512,-2.747141034,-1.986459173,-0.568560944,0.6824364013,-1.431750963,0.5656598847
167,-4.255329761,1.510185389,-1.316944338,1.874439072,-1.363324411,-1.368050197,-1.610903018,-0.3419172941,0.2627239229,0.616379288
168,-5.936486904,-1.822266291,1.269169418,-2.129688969,1.354877369,0.6271510262,-2.125852372,1.513896912,-0.9378265125,2.151890948
169,-2.237015664,-3.458442559,2.728277863,1.310030523,-2.970809592,1.174018862,-2.277027426,0.1685043291,1.544211643,2.921145768
170,-7.172530643,0.05595089308,0.7263881329,-1.657644446,-0.2985256708,0.04089414445,-1.44722093,-0.287334756,-0.7239627873,2.27014534
171,-5.162506695,2.997273177,-0.2041296121,2.916512972,-2.829881498,-0.1686565056,-2.332394661,0.835416757,0.4815981574,-0.0208213786
172,-1.530273116,-4.888300316,5.007874322,-1.534303226,-1.556010845,3.309633527,-2.78694489,1.837806432,-0.09622093324,0.3214375597
173,-5.068078089,-2.347711584,2.173820668,1.003641825,-0.6380972983,2.156788009,-1.381813158,0.8418828584,-1.349049852,1.554747094
174,-2.648679846,-10.25200017,3.113334969,-0.113813006,-0.2756051054,0.1743370072,1.742993128,-0.9036489044,0.6096923255,0.3368833934
175,-5.536051134,-4.195304597,1.679886749,1.243815864,-1.797698545,-1.227759153,0.2428573262,-1.424750427,0.7855658872,0.405233075
176,-5.806698758,-8.269793833,3.167298413,-0.8760301859,1.197548238,-0.7935974555,-1.115817858,0.2942753662,1.582144152,1.719791932
177,-4.579415456,-7.189463825,2.001792932,-2.126210709,1.770286062,1.612155887,-0.1516687885,-0.5022855851,-0.561947378,-0.6008505179
178,-3.026683119,-7.558787446,3.525995734,-0.2623089741,-0.2043253199,-0.05418042859,0.7186938717,-0.9044704512,0.6149474457,0.753003001
179,-3.777207243,-6.198157423,2.756082959,-2.207593347,2.285022794,0.4217489019,-0.3053059461,-0.2632729804,-0.08605930092,1.119597635
180,-4.926505433,4.272621001,2.144683548,-1.867474207,2.175896919,0.6327802771,-0.9121318457,-1.550777701,0.6673967136,-1.470968597
181,-4.20630295,4.242094956,1.914026285,-0.7957609188,1.320010585,-2.593456515,-0.5984059272,-1.371228069,1.125919914,0.1078723419
182,-4.436286167,3.761572449,1.973853971,0.1960099571,-1.043482507,-0.3627760961,1.163394924,-1.732552748,1.460796495,-0.9542851131
186,-1.763430037,3.349565514,-1.462998473,2.60883547,-0.8898056007,0.1013303767,-0.8208980264,0.06246973398,2.104764947,0.6429075192
187,-0.8596100281,-0.03904388034,0.477036968,0.6219892241,1.137885026,2.216883825,0.5924999015,0.4118307866,1.537421318,1.22765678
188,-0.8779241157,2.39790912,0.4801805591,1.712032796,-0.2496585503,1.326299563,-0.8832165429,-0.1334618745,1.466968747,0.662135979
189,-2.177678946,2.972576446,-0.2356127397,2.523961481,-0.9018805206,0.3667301314,0.3644713299,-1.081167842,0.3718818572,-0.58960228
190,-1.39255318,-0.5943572929,1.670123761,1.68834965,1.775909127,2.166093207,-1.206199312,0.9266993589,1.169624029,0.658520748
191,-0.8623711728,1.498864062,0.8158668051,1.58337053,0.4062151797,0.3177095534,0.87353343,-0.4042160328,-0.03565962158,0.2644051031
192,0.6571911222,4.206769154,2.626386646,-0.3282884075,-0.74805341,1.344344526,-0.8689976354,-1.043698676,-0.05515865761,-1.311127888
193,0.4515629173,5.006789489,1.974605901,-1.120865525,0.1452612817,1.248306848,-1.25506218,-0.04957638594,0.01031806963,-1.98077987
194,0.9354731513,5.220787031,2.363961554,-1.426219506,-1.521032241,0.6679494803,-0.5824920325,-1.779608497,0.04586056323,0.4384214012
