participant_id,feature,value,percentile,z_score,population_mean,population_std,population_p05,population_p95
14,ankle_angle_left_median,7.311276858,21.42857143,-0.7817270231,14.1992814,8.811265745,0.1653877979,28.52074437
14,ankle_angle_left_std,22.03277521,83.33333333,0.7258897768,20.16576497,2.572029941,16.56103953,23.38453921
14,ankle_angle_left_variance,485.982337,83.33333333,0.6390497215,415.0687134,110.9673022,280.360821,549.5266457
14,ankle_angle_left_maximum,39.02915421,90.47619048,1.232076526,35.03987723,3.237848373,29.99237917,39.53063124
14,ankle_angle_left_minimum,-36.33607063,78.57142857,0.1543632311,-36.95740769,4.025162346,-39.56823865,-28.47722769
14,ankle_angle_left_rom,75.36522483,73.80952381,0.8168192197,71.99728492,4.123237832,65.12568043,77.72454506
14,ankle_angle_left_time_to_peak,3.309333333,85.71428571,0.9773467901,2.701936508,0.6214752343,1.777066667,3.7781
14,hip_flexion_rom_absolute_difference,1.486547078,16.66666667,-0.8617325105,2.62856937,1.325263092,0.9921981075,5.017669331
14,hip_flexion_rom_percent_difference,1.476603515,16.66666667,-0.88122903,3.17279792,1.92480541,1.316163704,6.585546825
14,hip_flexion_rom_symmetry_index,-1.207008745,50,-0.1059571608,-0.8539276343,3.332300603,-6.555737511,4.524216274
14,knee_flexion_rom_absolute_difference,2.546739375,76.19047619,0.3669815482,2.208549779,0.92154387,1.074725839,3.917801934
14,knee_flexion_rom_percent_difference,2.322046999,66.66666667,0.01103571925,2.309873671,1.103084186,1.019599953,4.521016599
14,knee_flexion_rom_symmetry_index,-2.29805204,19.04761905,-0.9749946263,-0.1840459121,2.168223363,-3.60112927,2.858499223
14,ankle_angle_rom_absolute_difference,0.4393122383,4.761904762,-1.276204569,2.587193817,1.68302295,0.5933290985,5.120282477
14,ankle_angle_rom_percent_difference,0.5828221452,4.761904762,-1.211259761,3.683862132,2.560177501,0.7660448634,7.564692367
14,ankle_angle_rom_symmetry_index,-0.4955938005,47.61904762,-0.1121729783,-0.01690833512,4.267386606,-5.409418999,7.525522899
15,hip_flexion_right_mean,37.4992832,16.66666667,-0.9260225621,46.96279442,10.21952553,29.60955121,65.42251943
15,hip_flexion_right_median,45.2560657,59.52380952,0.02516591697,44.82419602,17.16089614,19.68786743,72.79453112
15,hip_flexion_right_std,26.34196396,33.33333333,-0.7703079121,31.7558809,7.028250461,21.45963996,40.48387594
15,hip_flexion_right_variance,703.8051508,33.33333333,-0.8331321892,1066.574183,435.4279397,461.3552501,1651.29061
15,hip_flexion_right_maximum,76.70940418,9.523809524,-1.420122349,92.32795922,10.99803482,75.24228414,110.9507531
15,hip_flexion_right_minimum,2.89211985,54.76190476,-0.0986681022,4.154237154,12.79154333,-11.20591856,25.63397615
15,hip_flexion_right_rom,73.81728433,30.95238095,-0.7902524092,88.17372207,18.16690157,60.53165345,115.8425729
15,hip_flexion_right_time_to_peak,2.983333333,61.9047619,0.17155534,2.870777778,0.6560889073,1.940433333,3.9253
15,hip_flexion_left_mean,37.37813523,16.66666667,-0.9613098756,46.83602905,9.838548489,31.27212202,61.14325678
15,hip_flexion_left_median,43.21893648,50,-0.09093933718,44.74661409,16.79886461,20.41214415,72.8239368
15,hip_flexion_left_std,24.56611127,26.19047619,-0.967324797,31.37637343,7.040305575,21.68037581,40.18973938
15,hip_flexion_left_variance,612.9672757,26.19047619,-1.01590539,1042.907635,423.2090542,471.8252583,1629.736534
15,hip_flexion_left_maximum,72.62444792,7.142857143,-1.724144006,91.76613148,11.10213735,72.85001949,110.6525973
15,hip_flexion_left_minimum,4.865750847,61.9047619,0.04896161612,4.244707905,12.68428191,-12.18806141,26.10407559
15,hip_flexion_left_rom,67.75869707,14.28571429,-1.090545644,87.52142357,18.12187009,59.96098216,113.9574424
15,hip_flexion_left_time_to_peak,2.975333333,54.76190476,0.09644164525,2.908888889,0.6889600885,1.939333333,3.972166667
15,knee_flexion_right_mean,33.51726048,4.761904762,-1.821392629,48.36279826,8.150652165,34.25748793,61.92464809
15,knee_flexion_right_median,37.02701255,28.57142857,-0.5865271464,47.64388864,18.10125271,15.29774867,74.18898471
15,knee_flexion_right_std,24.33152008,4.761904762,-1.855838831,33.84870503,5.128238933,24.68270204,40.79429638
15,knee_flexion_right_variance,596.4312581,4.761904762,-1.726801882,1178.254242,336.9367325,617.3491928,1665.268991
15,knee_flexion_right_maximum,87.56247085,9.523809524,-1.587990202,101.0619943,8.501011781,87.04514771,113.9979418
15,knee_flexion_right_minimum,1.904445822,54.76190476,-0.1926787343,2.524596296,3.218572495,0.2145443871,8.194787181
15,knee_flexion_right_rom,85.65802503,11.9047619,-1.296367468,98.53739797,9.934970804,84.16702773,112.6054897
15,knee_flexion_right_time_to_peak,2.725333333,61.9047619,0.1753982584,2.62231746,0.5873255182,1.7506,3.598433333
15,knee_flexion_left_mean,31.65670028,2.380952381,-2.068202329,48.43971868,8.114785563,33.63350373,61.00422305
15,knee_flexion_left_median,33.24548347,19.04761905,-0.8172218794,47.89711624,17.92858603,16.40968798,72.95943467
15,knee_flexion_left_std,23.82581486,4.761904762,-1.999908164,33.58650042,4.880566887,24.5563235,39.23053588
15,knee_flexion_left_variance,571.3739377,4.761904762,-1.859499081,1158.119529,315.5395973,605.7165074,1548.529399
15,knee_flexion_left_maximum,84.41391177,4.761904762,-1.862650047,100.9967562,8.90282342,86.83236063,114.2425415
15,knee_flexion_left_minimum,3.532482068,78.57142857,0.3198409542,2.596176364,2.927410302,0.2436452429,7.836275029
15,knee_flexion_left_rom,80.88142971,7.142857143,-1.716085971,98.40057987,10.20878351,80.96740316,112.9447906
15,knee_flexion_left_time_to_peak,2.726,61.9047619,0.1946441338,2.610031746,0.5957962961,1.6359,3.6062
15,ankle_angle_right_mean,5.242791769,4.761904762,-1.389468367,11.30765116,4.364877626,6.031583317,19.6699665
15,ankle_angle_right_median,3.507049284,14.28571429,-1.259469677,14.68441205,8.874658099,1.699773326,30.180022
15,ankle_angle_right_std,15.47261144,4.761904762,-1.632795748,20.24460012,2.922587646,15.95205911,23.83693313
15,ankle_angle_right_variance,241.7272082,4.761904762,-1.409221728,420.250671,126.6823093,255.7600318,574.6472506
15,ankle_angle_right_maximum,26.53524619,2.380952381,-3.076475142,35.57036248,2.936840335,30.43103622,39.45644899
15,ankle_angle_right_minimum,-38.79640022,47.61904762,-0.4933280284,-36.49346289,4.668166396,-39.60625251,-26.17739181
15,ankle_angle_right_rom,65.33164641,11.9047619,-1.372771661,72.06382537,4.904077751,61.79383538,77.42536338
15,ankle_angle_right_time_to_peak,3.317333333,88.0952381,1.11042848,2.684333333,0.5700502206,1.776766667,3.5716
15,ankle_angle_left_mean,3.771665484,4.761904762,-1.514796135,10.8622742,4.680899663,4.921064716,19.35867698
15,ankle_angle_left_median,0.105783395,7.142857143,-1.599486204,14.1992814,8.811265745,0.1653877979,28.52074437
15,ankle_angle_left_std,16.85331062,11.9047619,-1.287875504,20.16576497,2.572029941,16.56103953,23.38453921
15,ankle_angle_left_variance,286.5599844,14.28571429,-1.158077438,415.0687134,110.9673022,280.360821,549.5266457
15,ankle_angle_left_maximum,32.70154819,28.57142857,-0.7221860852,35.03987723,3.237848373,29.99237917,39.53063124
15,ankle_angle_left_minimum,-37.76017346,69.04761905,-0.1994368676,-36.95740769,4.025162346,-39.56823865,-28.47722769
15,ankle_angle_left_rom,70.46172165,35.71428571,-0.3724168563,71.99728492,4.123237832,65.12568043,77.72454506
15,ankle_angle_left_time_to_peak,2.726666667,57.14285714,0.03979266971,2.701936508,0.6214752343,1.777066667,3.7781
15,hip_flexion_rom_absolute_difference,6.058587262,100,2.588178839,2.62856937,1.325263092,0.9921981075,5.017669331
15,hip_flexion_rom_percent_difference,8.559651025,97.61904762,2.798648152,3.17279792,1.92480541,1.316163704,6.585546825
15,hip_flexion_rom_symmetry_index,-8.559651025,4.761904762,-2.312433453,-0.8539276343,3.332300603,-6.555737511,4.524216274
15,knee_flexion_rom_absolute_difference,4.776595323,100,2.786677475,2.208549779,0.92154387,1.074725839,3.917801934
15,knee_flexion_rom_percent_difference,5.735756283,100,3.105730874,2.309873671,1.103084186,1.019599953,4.521016599
15,knee_flexion_rom_symmetry_index,-5.735756283,2.380952381,-2.560488216,-0.1840459121,2.168223363,-3.60112927,2.858499223
15,ankle_angle_rom_absolute_difference,5.130075247,95.23809524,1.51090122,2.587193817,1.68302295,0.5933290985,5.120282477
15,ankle_angle_rom_percent_difference,7.572477378,95.23809524,1.518885017,3.683862132,2.560177501,0.7660448634,7.564692367
15,ankle_angle_rom_symmetry_index,7.572477378,95.23809524,1.778462186,-0.01690833512,4.267386606,-5.409418999,7.525522899
16,hip_flexion_right_mean,39.07238793,21.42857143,-0.7720912745,46.96279442,10.21952553,29.60955121,65.42251943
16,hip_flexion_right_median,21.43287833,11.9047619,-1.363059219,44.82419602,17.16089614,19.68786743,72.79453112
16,hip_flexion_right_std,30.95043702,42.85714286,-0.1146009062,31.7558809,7.028250461,21.45963996,40.48387594
16,hip_flexion_right_variance,964.2995437,40.47619048,-0.2348830437,1066.574183,435.4279397,461.3552501,1651.29061
16,hip_flexion_right_maximum,82.96219055,16.66666667,-0.8515856538,92.32795922,10.99803482,75.24228414,110.9507531
16,hip_flexion_right_minimum,6.265821998,64.28571429,0.1650766283,4.154237154,12.79154333,-11.20591856,25.63397615
16,hip_flexion_right_rom,76.69636856,33.33333333,-0.6317727582,88.17372207,18.16690157,60.53165345,115.8425729
16,hip_flexion_right_time_to_peak,3.376666667,80.95238095,0.7710675843,2.870777778,0.6560889073,1.940433333,3.9253
16,hip_flexion_left_mean,39.10411871,21.42857143,-0.7858791721,46.83602905,9.838548489,31.27212202,61.14325678
16,hip_flexion_left_median,22.99238011,9.523809524,-1.294982398,44.74661409,16.79886461,20.41214415,72.8239368
16,hip_flexion_left_std,30.21582718,40.47619048,-0.1648431651,31.37637343,7.040305575,21.68037581,40.18973938
16,hip_flexion_left_variance,917.2814995,40.47619048,-0.2968417949,1042.907635,423.2090542,471.8252583,1629.736534
16,hip_flexion_left_maximum,82.19824254,19.04761905,-0.8618060318,91.76613148,11.10213735,72.85001949,110.6525973
16,hip_flexion_left_minimum,6.760988867,64.28571429,0.1983778806,4.244707905,12.68428191,-12.18806141,26.10407559
16,hip_flexion_left_rom,75.43725368,33.33333333,-0.6668279725,87.52142357,18.12187009,59.96098216,113.9574424
16,hip_flexion_left_time_to_peak,3.368,76.19047619,0.6663827394,2.908888889,0.6889600885,1.939333333,3.972166667
16,knee_flexion_right_mean,46.25748328,42.85714286,-0.2583001876,48.36279826,8.150652165,34.25748793,61.92464809
16,knee_flexion_right_median,33.64223179,21.42857143,-0.7735186664,47.64388864,18.10125271,15.29774867,74.18898471
16,knee_flexion_right_std,39.37923213,83.33333333,1.078445675,33.84870503,5.128238933,24.68270204,40.79429638
16,knee_flexion_right_variance,1557.820907,83.33333333,1.126522068,1178.254242,336.9367325,617.3491928,1665.268991
16,knee_flexion_right_maximum,107.2833299,76.19047619,0.7318347326,101.0619943,8.501011781,87.04514771,113.9979418
16,knee_flexion_right_minimum,2.87091778,71.42857143,0.107600958,2.524596296,3.218572495,0.2145443871,8.194787181
16,knee_flexion_right_rom,104.4124122,71.42857143,0.5913468998,98.53739797,9.934970804,84.16702773,112.6054897
16,knee_flexion_right_time_to_peak,3.353333333,92.85714286,1.244651987,2.62231746,0.5873255182,1.7506,3.598433333
16,knee_flexion_left_mean,46.87112911,47.61904762,-0.193300187,48.43971868,8.114785563,33.63350373,61.00422305
16,knee_flexion_left_median,36.7930359,23.80952381,-0.6193505902,47.89711624,17.92858603,16.40968798,72.95943467
16,knee_flexion_left_std,38.74697154,85.71428571,1.057350763,33.58650042,4.880566887,24.5563235,39.23053588
16,knee_flexion_left_variance,1509.29262,88.0952381,1.112928756,1158.119529,315.5395973,605.7165074,1548.529399
16,knee_flexion_left_maximum,106.2305075,73.80952381,0.5878754397,100.9967562,8.90282342,86.83236063,114.2425415
16,knee_flexion_left_minimum,3.154373207,76.19047619,0.1906794009,2.596176364,2.927410302,0.2436452429,7.836275029
16,knee_flexion_left_rom,103.0761343,54.76190476,0.4579932943,98.40057987,10.20878351,80.96740316,112.9447906
16,knee_flexion_left_time_to_peak,3.356,90.47619048,1.25205252,2.610031746,0.5957962961,1.6359,3.6062
