participant_id,trial_slot,trial_name,condition,is_empty,hip_flexion_right_mean,hip_flexion_right_median,hip_flexion_right_std,hip_flexion_right_variance,hip_flexion_right_maximum,hip_flexion_right_minimum,hip_flexion_right_rom,hip_flexion_right_time_to_peak,hip_flexion_left_mean,hip_flexion_left_median,hip_flexion_left_std,hip_flexion_left_variance,hip_flexion_left_maximum,hip_flexion_left_minimum,hip_flexion_left_rom,hip_flexion_left_time_to_peak,knee_flexion_right_mean,knee_flexion_right_median,knee_flexion_right_std,knee_flexion_right_variance,knee_flexion_right_maximum,knee_flexion_right_minimum,knee_flexion_right_rom,knee_flexion_right_time_to_peak,knee_flexion_left_mean,knee_flexion_left_median,knee_flexion_left_std,knee_flexion_left_variance,knee_flexion_left_maximum,knee_flexion_left_minimum,knee_flexion_left_rom,knee_flexion_left_time_to_peak,ankle_angle_right_mean,ankle_angle_right_median,ankle_angle_right_std,ankle_angle_right_variance,ankle_angle_right_maximum,ankle_angle_right_minimum,ankle_angle_right_rom,ankle_angle_right_time_to_peak,ankle_angle_left_mean,ankle_angle_left_median,ankle_angle_left_std,ankle_angle_left_variance,ankle_angle_left_maximum,ankle_angle_left_minimum,ankle_angle_left_rom,ankle_angle_left_time_to_peak,hip_flexion_rom_absolute_difference,hip_flexion_rom_percent_difference,hip_flexion_rom_symmetry_index,knee_flexion_rom_absolute_difference,knee_flexion_rom_percent_difference,knee_flexion_rom_symmetry_index,ankle_angle_rom_absolute_difference,ankle_angle_rom_percent_difference,ankle_angle_rom_symmetry_index
,1,jump.mp4,uploaded,False,59.58495221,46.85271152,31.54999938,995.4024608,117.2220625,18.30665318,98.91540931,0.7333333333,57.27976788,43.94372066,34.40885558,1183.969342,124.068148,7.582627231,116.4855208,0.8333333333,132.2307156,140.3824481,22.39491201,501.5320837,161.0918931,82.25714234,78.83475075,0.3333333333,147.336962,150.1556091,22.30765433,497.6314418,176.1872362,98.01706481,78.17017137,0.06666666667,131.8150532,134.3907263,9.462210119,89.53342033,144.2180175,98.33131358,45.88670391,2.133333333,126.5431797,132.5805321,14.06876588,197.9301735,150.5290091,72.19981007,78.32919906,1.766666667,17.57011146,16.31386778,16.31386778,0.6645793813,0.846571397,-0.846571397,32.44249515,52.23565482,52.23565482
