participant_id,trial_slot,trial_name,condition,is_empty,hip_flexion_right_mean,hip_flexion_right_median,hip_flexion_right_std,hip_flexion_right_variance,hip_flexion_right_maximum,hip_flexion_right_minimum,hip_flexion_right_rom,hip_flexion_right_time_to_peak,hip_flexion_left_mean,hip_flexion_left_median,hip_flexion_left_std,hip_flexion_left_variance,hip_flexion_left_maximum,hip_flexion_left_minimum,hip_flexion_left_rom,hip_flexion_left_time_to_peak,knee_flexion_right_mean,knee_flexion_right_median,knee_flexion_right_std,knee_flexion_right_variance,knee_flexion_right_maximum,knee_flexion_right_minimum,knee_flexion_right_rom,knee_flexion_right_time_to_peak,knee_flexion_left_mean,knee_flexion_left_median,knee_flexion_left_std,knee_flexion_left_variance,knee_flexion_left_maximum,knee_flexion_left_minimum,knee_flexion_left_rom,knee_flexion_left_time_to_peak,ankle_angle_right_mean,ankle_angle_right_median,ankle_angle_right_std,ankle_angle_right_variance,ankle_angle_right_maximum,ankle_angle_right_minimum,ankle_angle_right_rom,ankle_angle_right_time_to_peak,ankle_angle_left_mean,ankle_angle_left_median,ankle_angle_left_std,ankle_angle_left_variance,ankle_angle_left_maximum,ankle_angle_left_minimum,ankle_angle_left_rom,ankle_angle_left_time_to_peak,hip_flexion_rom_absolute_difference,hip_flexion_rom_percent_difference,hip_flexion_rom_symmetry_index,knee_flexion_rom_absolute_difference,knee_flexion_rom_percent_difference,knee_flexion_rom_symmetry_index,ankle_angle_rom_absolute_difference,ankle_angle_rom_percent_difference,ankle_angle_rom_symmetry_index
,1,jump.mp4,uploaded,False,60.83306631,43.34835004,31.74921126,1008.012416,109.4812044,24.09899649,85.38220794,0.6,57.83738197,46.67775846,32.11954346,1031.665072,116.2825336,18.11743941,98.16509417,1,131.8801971,143.1368193,23.43720516,549.3025859,157.8944473,83.62362366,74.27082361,0.2,150.8630051,158.7175924,22.19548598,492.6395979,175.5611119,102.9700056,72.59110625,0,131.6653465,134.9012852,10.32502853,106.6062141,143.8783889,99.03907185,44.83931701,2.2,128.0880872,132.6010362,11.21924083,125.8713648,140.7306481,98.82608374,41.90456438,1.6,12.78288622,13.92871056,13.92871056,1.679717362,2.287478264,-2.287478264,2.934752628,6.766477544,-6.766477544
